,fl_date,mkt_unique_carrier,branded_code_share,mkt_carrier,mkt_carrier_fl_num,op_unique_carrier,tail_num,op_carrier_fl_num,origin_airport_id,origin,origin_city_name,dest_airport_id,dest,dest_city_name,crs_dep_time,crs_arr_time,dup,crs_elapsed_time,flights,distance,arr_delay,season,weekday,month,peak_season,dep_taxi_ind,arr_taxi_ind,carriers_lateness_ind,carrier_enc,airtime_ind,orig_airp_fl_ind,dest_airp_fl_ind,orig_airp_pss_ind,dest_airp_pss_ind,orig_airp_enc,dest_airp_enc
3226,2018-03-03,UA,UA_CODESHARE,UA,4333,EV,N14180,4333,12951,LFT,"Lafayette, LA",12266,IAH,"Houston, TX",1600,1710,N,70,1,201,0.0,2,5,3,1,0.056478204484436495,0.06176477462962172,0.05591569564467608,8,0.21342394833847084,0.00078,0.02232,0.0006110939119432518,0.024859946428331066,172,146
3227,2018-05-09,UA,UA_CODESHARE,UA,3574,YX,N652RW,3574,12951,LFT,"Lafayette, LA",12266,IAH,"Houston, TX",540,652,N,72,1,201,0.0,2,2,5,1,0.02774663473822249,0.048601142427888974,0.05591569564467608,8,0.35026571661163297,0.00078,0.02232,0.0006110939119432518,0.024859946428331066,172,146
3228,2018-07-09,UA,UA_CODESHARE,UA,6275,YV,N85354,6275,12951,LFT,"Lafayette, LA",12266,IAH,"Houston, TX",720,825,N,65,1,201,0.0,3,0,7,2,0.05530305289552354,0.06609300784804596,0.05591569564467608,8,0.21342394833847084,0.00078,0.02232,0.0006110939119432518,0.024859946428331066,172,146
3229,2018-02-23,UA,UA_CODESHARE,UA,6173,YV,N82338,6173,11540,ELP,"El Paso, TX",12266,IAH,"Houston, TX",555,859,N,124,1,667,19.0,1,4,2,0,0.02774663473822249,0.06609300784804596,0.05591569564467608,8,0.22531183208783437,0.00216,0.02232,0.0027927260980173097,0.024859946428331066,96,146
3230,2018-05-05,UA,UA_CODESHARE,UA,6154,YV,N88332,6154,11540,ELP,"El Paso, TX",12266,IAH,"Houston, TX",600,859,N,119,1,667,0.0,2,5,5,1,0.048601142427888974,0.06609300784804596,0.05591569564467608,8,0.22531183208783437,0.00216,0.02232,0.0027927260980173097,0.024859946428331066,96,146
3231,2019-05-11,UA,UA_CODESHARE,UA,6383,YV,N85340,6383,11540,ELP,"El Paso, TX",12266,IAH,"Houston, TX",800,1058,N,118,1,667,0.0,2,5,5,1,0.06609300784804596,0.05951360975456419,0.05591569564467608,8,0.22531183208783437,0.00216,0.02232,0.0027927260980173097,0.024859946428331066,96,146
3232,2018-12-30,UA,UA_CODESHARE,UA,6199,YV,N88359,6199,14524,RIC,"Richmond, VA",12266,IAH,"Houston, TX",615,855,N,220,1,1157,0.0,1,6,12,1,0.048601142427888974,0.06609300784804596,0.05591569564467608,8,0.047492080333921785,0.00318,0.02232,0.00339035979163582,0.024859946428331066,253,146
3233,2018-08-22,UA,UA_CODESHARE,UA,4271,EV,N12163,4271,12448,JAN,"Jackson/Vicksburg, MS",12266,IAH,"Houston, TX",1200,1325,N,85,1,351,0.0,3,2,8,2,0.057866140723193765,0.05404407705061131,0.05591569564467608,8,0.35026571661163297,0.0011,0.02232,0.0009427536914648755,0.024859946428331066,153,146
3234,2018-12-20,UA,UA_CODESHARE,UA,4187,EV,N16571,4187,12448,JAN,"Jackson/Vicksburg, MS",12266,IAH,"Houston, TX",930,1105,N,95,1,351,0.0,1,3,12,1,0.0623523504240782,0.05816597363888349,0.05591569564467608,8,0.35026571661163297,0.0011,0.02232,0.0009427536914648755,0.024859946428331066,153,146
3235,2018-06-09,UA,UA_CODESHARE,UA,4187,EV,N13550,4187,12448,JAN,"Jackson/Vicksburg, MS",12266,IAH,"Houston, TX",935,1100,N,85,1,351,0.0,3,5,6,2,0.0623523504240782,0.05816597363888349,0.05591569564467608,8,0.35026571661163297,0.0011,0.02232,0.0009427536914648755,0.024859946428331066,153,146
3236,2019-08-19,UA,UA_CODESHARE,UA,6217,YV,N86312,6217,11267,DAY,"Dayton, OH",12266,IAH,"Houston, TX",700,838,N,158,1,929,0.0,3,0,8,2,0.05530305289552354,0.06609300784804596,0.05591569564467608,8,0.22531183208783437,0.00176,0.02232,0.002048106820292625,0.024859946428331066,79,146
3237,2018-11-19,UA,UA_CODESHARE,UA,6016,YV,N83329,6016,10713,BOI,"Boise, ID",12266,IAH,"Houston, TX",635,1115,N,220,1,1482,57.0,4,0,11,0,0.048601142427888974,0.05816597363888349,0.05591569564467608,8,0.047492080333921785,0.00308,0.02232,0.0027184256928647382,0.024859946428331066,36,146
3238,2018-10-24,UA,UA_CODESHARE,UA,6016,YV,N86312,6016,10713,BOI,"Boise, ID",12266,IAH,"Houston, TX",630,1100,N,210,1,1482,0.0,4,2,10,0,0.048601142427888974,0.05816597363888349,0.05591569564467608,8,0.047492080333921785,0.00308,0.02232,0.0027184256928647382,0.024859946428331066,36,146
3239,2019-04-25,UA,UA_CODESHARE,UA,6016,YV,N88325,6016,10713,BOI,"Boise, ID",12266,IAH,"Houston, TX",640,1115,N,215,1,1482,0.0,2,3,4,1,0.048601142427888974,0.05816597363888349,0.05591569564467608,8,0.047492080333921785,0.00308,0.02232,0.0027184256928647382,0.024859946428331066,36,146
3240,2019-05-20,UA,UA_CODESHARE,UA,4363,EV,N19554,4363,12217,HSV,"Huntsville, AL",12266,IAH,"Houston, TX",1843,2050,N,127,1,595,0.0,2,0,5,1,0.05965869019763986,0.0532356565816952,0.05591569564467608,8,0.22531183208783437,0.0015,0.02232,0.001466625388663804,0.024859946428331066,136,146
3241,2019-06-03,UA,UA_CODESHARE,UA,6043,YV,N87306,6043,10994,CHS,"Charleston, SC",12266,IAH,"Houston, TX",1145,1335,N,170,1,925,0.0,3,0,6,2,0.05816597363888349,0.05404407705061131,0.05591569564467608,8,0.10185498550220896,0.00292,0.02232,0.0030603152383131653,0.024859946428331066,58,146
3242,2019-03-18,UA,UA_CODESHARE,UA,4352,EV,N26545,4352,10747,BRO,"Brownsville, TX",12266,IAH,"Houston, TX",1420,1540,N,80,1,308,0.0,2,0,3,1,0.05552470357244471,0.059419307466565,0.05591569564467608,8,0.35026571661163297,0.00026,0.02232,0.001032667949874147,0.024859946428331066,42,146
3243,2018-04-15,UA,UA_CODESHARE,UA,6087,YV,N86334,6087,12206,HRL,"Harlingen/San Benito, TX",12266,IAH,"Houston, TX",1815,1929,N,74,1,295,0.0,2,6,4,1,0.05965869019763986,0.056196103622900465,0.05591569564467608,8,0.35026571661163297,0.00042,0.02232,0.0006983161266875749,0.024859946428331066,135,146
3244,2018-07-04,UA,UA_CODESHARE,UA,6217,YV,N85352,6217,14814,SHV,"Shreveport, LA",12266,IAH,"Houston, TX",549,645,N,56,1,192,0.0,3,2,7,2,0.02774663473822249,0.048601142427888974,0.05591569564467608,8,0.21342394833847084,0.00086,0.02232,0.001431628821019477,0.024859946428331066,277,146
3245,2019-09-11,UA,UA_CODESHARE,UA,4424,EV,N11539,4424,14814,SHV,"Shreveport, LA",12266,IAH,"Houston, TX",1000,1105,N,65,1,192,0.0,4,2,9,0,0.05951360975456419,0.05816597363888349,0.05591569564467608,8,0.21342394833847084,0.00086,0.02232,0.001431628821019477,0.024859946428331066,277,146
3246,2018-04-27,UA,UA_CODESHARE,UA,4146,EV,N26545,4146,14814,SHV,"Shreveport, LA",12266,IAH,"Houston, TX",1556,1705,N,69,1,192,0.0,2,4,4,1,0.059419307466565,0.06176477462962172,0.05591569564467608,8,0.21342394833847084,0.00086,0.02232,0.001431628821019477,0.024859946428331066,277,146
3247,2019-01-07,UA,UA_CODESHARE,UA,4129,EV,N14907,4129,11049,CLL,"College Station/Bryan, TX",12266,IAH,"Houston, TX",555,645,N,50,1,74,0.0,1,0,1,0,0.02774663473822249,0.048601142427888974,0.05591569564467608,8,0.21342394833847084,0.00024,0.02232,0.0003763477043597647,0.024859946428331066,63,146
3248,2018-12-31,UA,UA_CODESHARE,UA,4082,EV,N16561,4082,13256,MFE,"Mission/McAllen/Edinburg, TX",12266,IAH,"Houston, TX",1700,1823,N,83,1,316,19.0,1,0,12,1,0.06176477462962172,0.05965869019763986,0.05591569564467608,8,0.35026571661163297,0.00066,0.02232,0.0008496089806576663,0.024859946428331066,191,146
3249,2018-06-30,UA,UA_CODESHARE,UA,6132,YV,N85320,6132,13256,MFE,"Mission/McAllen/Edinburg, TX",12266,IAH,"Houston, TX",1845,2002,N,77,1,316,0.0,3,5,6,2,0.05965869019763986,0.0532356565816952,0.05591569564467608,8,0.35026571661163297,0.00066,0.02232,0.0008496089806576663,0.024859946428331066,191,146
3250,2019-11-04,UA,UA_CODESHARE,UA,4054,EV,N14977,4054,13422,MOB,"Mobile, AL",12266,IAH,"Houston, TX",930,1115,N,105,1,427,0.0,4,0,11,0,0.0623523504240782,0.05816597363888349,0.05591569564467608,8,0.35026571661163297,0.00088,0.02232,0.0005131035225391355,0.024859946428331066,202,146
3251,2018-07-18,UA,UA_CODESHARE,UA,4286,EV,N15555,4286,13061,LRD,"Laredo, TX",12266,IAH,"Houston, TX",720,838,N,78,1,301,0.0,3,2,7,2,0.05530305289552354,0.06609300784804596,0.05591569564467608,8,0.35026571661163297,0.00032,0.02232,0.0025030621996688786,0.024859946428331066,179,146
3252,2019-08-04,UA,UA_CODESHARE,UA,4392,EV,N11189,4392,13061,LRD,"Laredo, TX",12266,IAH,"Houston, TX",1205,1320,N,75,1,301,0.0,3,6,8,2,0.057866140723193765,0.05404407705061131,0.05591569564467608,8,0.35026571661163297,0.00032,0.02232,0.0025030621996688786,0.024859946428331066,179,146
3253,2019-10-06,AA,AA_CODESHARE,AA,5068,OH,N500AE,5068,14100,PHL,"Philadelphia, PA",15016,STL,"St. Louis, MO",1024,1152,N,148,1,814,0.0,4,6,10,0,0.05951360975456419,0.05816597363888349,-0.001449590526739375,0,0.22531183208783437,0.01914,0.00896,0.01716716245137496,0.00816281480085607,230,285
3254,2019-12-17,AA,AA_CODESHARE,AA,4613,YX,N410YX,4613,14100,PHL,"Philadelphia, PA",15016,STL,"St. Louis, MO",1900,2044,N,164,1,814,0.0,1,1,12,1,0.056196103622900465,0.0532356565816952,-0.001449590526739375,0,0.10185498550220896,0.01914,0.00896,0.01716716245137496,0.00816281480085607,230,285
3255,2019-02-16,AA,AA_CODESHARE,AA,4602,YX,N441YX,4602,14100,PHL,"Philadelphia, PA",15016,STL,"St. Louis, MO",2105,2250,N,165,1,814,39.0,1,5,2,0,0.04302602340147547,0.03243353905202827,-0.001449590526739375,0,0.10185498550220896,0.01914,0.00896,0.01716716245137496,0.00816281480085607,230,285
3256,2019-10-04,DL,DL,DL,1915,DL,N336NW,1915,10397,ATL,"Atlanta, GA",15016,STL,"St. Louis, MO",1749,1825,N,96,1,484,0.0,4,4,10,0,0.06176477462962172,0.05965869019763986,-0.01954519343156605,3,0.35026571661163297,0.04904,0.00896,0.035132785053773576,0.00816281480085607,17,285
3257,2019-10-17,WN,WN,WN,649,WN,N8542Z,649,10397,ATL,"Atlanta, GA",15016,STL,"St. Louis, MO",910,955,N,105,1,484,0.0,4,3,10,0,0.0623523504240782,0.0623523504240782,-0.03725267355189793,10,0.35026571661163297,0.04904,0.00896,0.035132785053773576,0.00816281480085607,17,285
3258,2018-04-01,DL,DL,DL,1834,DL,N994DL,1834,10397,ATL,"Atlanta, GA",15016,STL,"St. Louis, MO",1749,1829,N,100,1,484,230.0,2,6,4,1,0.06176477462962172,0.05965869019763986,-0.01954519343156605,3,0.35026571661163297,0.04904,0.00896,0.035132785053773576,0.00816281480085607,17,285
3259,2018-10-07,DL,DL,DL,1570,DL,N958DL,1570,10397,ATL,"Atlanta, GA",15016,STL,"St. Louis, MO",940,1019,N,99,1,484,0.0,4,6,10,0,0.0623523504240782,0.05951360975456419,-0.01954519343156605,3,0.35026571661163297,0.04904,0.00896,0.035132785053773576,0.00816281480085607,17,285
3260,2019-09-04,DL,DL,DL,1570,DL,N905DL,1570,10397,ATL,"Atlanta, GA",15016,STL,"St. Louis, MO",945,1023,N,98,1,484,0.0,4,2,9,0,0.0623523504240782,0.05951360975456419,-0.01954519343156605,3,0.35026571661163297,0.04904,0.00896,0.035132785053773576,0.00816281480085607,17,285
3261,2019-01-27,WN,WN,WN,3195,WN,N225WN,3195,10397,ATL,"Atlanta, GA",15016,STL,"St. Louis, MO",1700,1745,N,105,1,484,0.0,1,6,1,0,0.06176477462962172,0.06176477462962172,-0.03725267355189793,10,0.35026571661163297,0.04904,0.00896,0.035132785053773576,0.00816281480085607,17,285
3262,2019-10-14,WN,WN,WN,260,WN,N8635F,260,10397,ATL,"Atlanta, GA",15016,STL,"St. Louis, MO",1205,1250,N,105,1,484,0.0,4,0,10,0,0.057866140723193765,0.057866140723193765,-0.03725267355189793,10,0.35026571661163297,0.04904,0.00896,0.035132785053773576,0.00816281480085607,17,285
3263,2018-04-01,DL,DL,DL,2084,DL,N942DN,2084,10397,ATL,"Atlanta, GA",15016,STL,"St. Louis, MO",1345,1429,N,104,1,484,0.0,2,6,4,1,0.05404407705061131,0.05552470357244471,-0.01954519343156605,3,0.35026571661163297,0.04904,0.00896,0.035132785053773576,0.00816281480085607,17,285
3264,2018-10-11,WN,WN,WN,2391,WN,N759GS,2391,13198,MCI,"Kansas City, MO",15016,STL,"St. Louis, MO",1410,1505,N,55,1,237,0.0,4,3,10,0,0.05552470357244471,0.059419307466565,-0.03725267355189793,10,0.21342394833847084,0.00626,0.00896,0.007236751780113873,0.00816281480085607,185,285
3265,2019-12-09,WN,WN,WN,2156,WN,N8641B,2156,10721,BOS,"Boston, MA",15016,STL,"St. Louis, MO",1835,2050,N,195,1,1047,0.0,1,0,12,1,0.05965869019763986,0.0532356565816952,-0.03725267355189793,10,0.10185498550220896,0.01854,0.00896,0.014261908928162814,0.00816281480085607,37,285
3266,2019-06-16,WN,WN,WN,4044,WN,N8563Z,4044,10721,BOS,"Boston, MA",15016,STL,"St. Louis, MO",2050,2255,N,185,1,1047,0.0,3,6,6,2,0.0532356565816952,0.03243353905202827,-0.03725267355189793,10,0.10185498550220896,0.01854,0.00896,0.014261908928162814,0.00816281480085607,37,285
3267,2019-02-20,WN,WN,WN,646,WN,N912WN,646,10721,BOS,"Boston, MA",15016,STL,"St. Louis, MO",930,1155,N,205,1,1047,15.0,1,2,2,0,0.0623523504240782,0.05816597363888349,-0.03725267355189793,10,0.10185498550220896,0.01854,0.00896,0.014261908928162814,0.00816281480085607,37,285
3268,2018-10-18,WN,WN,WN,2177,WN,N281WN,2177,10721,BOS,"Boston, MA",15016,STL,"St. Louis, MO",730,940,N,190,1,1047,0.0,4,3,10,0,0.05530305289552354,0.0623523504240782,-0.03725267355189793,10,0.10185498550220896,0.01854,0.00896,0.014261908928162814,0.00816281480085607,37,285
3269,2019-04-15,DL,DL_CODESHARE,DL,5793,CP,N603CZ,5793,14869,SLC,"Salt Lake City, UT",15016,STL,"St. Louis, MO",2029,31,N,182,1,1156,0.0,2,0,4,1,0.0532356565816952,0.008156744910698958,-0.01954519343156605,3,0.10185498550220896,0.01512,0.00896,0.013807491957519551,0.00816281480085607,281,285
3270,2018-06-27,DL,DL_CODESHARE,DL,3593,OO,N246SY,3593,14869,SLC,"Salt Lake City, UT",15016,STL,"St. Louis, MO",2015,9,N,174,1,1156,0.0,3,2,6,2,0.0532356565816952,0.008156744910698958,-0.01954519343156605,3,0.10185498550220896,0.01512,0.00896,0.013807491957519551,0.00816281480085607,281,285
3271,2019-05-29,WN,WN,WN,1667,WN,N464WN,1667,13487,MSP,"Minneapolis, MN",15016,STL,"St. Louis, MO",1410,1535,N,85,1,448,26.0,2,2,5,1,0.05552470357244471,0.059419307466565,-0.03725267355189793,10,0.35026571661163297,0.01992,0.00896,0.023263026126283767,0.00816281480085607,207,285
3272,2019-10-02,DL,DL,DL,2170,DL,N972AT,2170,13487,MSP,"Minneapolis, MN",15016,STL,"St. Louis, MO",1515,1641,N,86,1,448,19.0,4,2,10,0,0.059419307466565,0.056478204484436495,-0.01954519343156605,3,0.35026571661163297,0.01992,0.00896,0.023263026126283767,0.00816281480085607,207,285
3273,2019-12-15,DL,DL,DL,2789,DL,N327NB,2789,13487,MSP,"Minneapolis, MN",15016,STL,"St. Louis, MO",1328,1455,N,87,1,448,0.0,1,6,12,1,0.05404407705061131,0.05552470357244471,-0.01954519343156605,3,0.35026571661163297,0.01992,0.00896,0.023263026126283767,0.00816281480085607,207,285
3274,2019-06-06,WN,WN,WN,985,WN,N785SW,985,13487,MSP,"Minneapolis, MN",15016,STL,"St. Louis, MO",620,745,N,85,1,448,0.0,3,3,6,2,0.048601142427888974,0.05530305289552354,-0.03725267355189793,10,0.35026571661163297,0.01992,0.00896,0.023263026126283767,0.00816281480085607,207,285
3275,2018-12-20,WN,WN,WN,3358,WN,N7825A,3358,13232,MDW,"Chicago, IL",15016,STL,"St. Louis, MO",1920,2030,N,70,1,251,0.0,1,3,12,1,0.056196103622900465,0.0532356565816952,-0.03725267355189793,10,0.21342394833847084,0.01122,0.00896,0.006434522767959297,0.00816281480085607,188,285
3276,2018-06-07,WN,WN,WN,194,WN,N439WN,194,13232,MDW,"Chicago, IL",15016,STL,"St. Louis, MO",2110,2210,N,60,1,251,22.0,3,3,6,2,0.04302602340147547,0.03243353905202827,-0.03725267355189793,10,0.21342394833847084,0.01122,0.00896,0.006434522767959297,0.00816281480085607,188,285
3277,2018-10-25,WN,WN,WN,210,WN,N230WN,210,13232,MDW,"Chicago, IL",15016,STL,"St. Louis, MO",1740,1845,N,65,1,251,0.0,4,3,10,0,0.06176477462962172,0.05965869019763986,-0.03725267355189793,10,0.21342394833847084,0.01122,0.00896,0.006434522767959297,0.00816281480085607,188,285
3278,2018-12-03,WN,WN,WN,965,WN,N415WN,965,13232,MDW,"Chicago, IL",15016,STL,"St. Louis, MO",1150,1255,N,65,1,251,0.0,1,0,12,1,0.05816597363888349,0.057866140723193765,-0.03725267355189793,10,0.21342394833847084,0.01122,0.00896,0.006434522767959297,0.00816281480085607,188,285
3279,2019-11-12,UA,UA_CODESHARE,UA,6288,YV,N86344,6288,12264,IAD,"Washington, DC",15016,STL,"St. Louis, MO",2210,2331,N,141,1,696,0.0,4,1,11,0,0.03243353905202827,0.01814795142384365,0.05591569564467608,8,0.22531183208783437,0.01252,0.00896,0.014227989177984467,0.00816281480085607,140,285
3280,2019-03-24,UA,UA_CODESHARE,UA,5278,OO,N925EV,5278,12264,IAD,"Washington, DC",15016,STL,"St. Louis, MO",815,938,N,143,1,696,339.0,2,6,3,1,0.06609300784804596,0.0623523504240782,0.05591569564467608,8,0.22531183208783437,0.01252,0.00896,0.014227989177984467,0.00816281480085607,140,285
3281,2018-11-03,AA,AA,AA,1616,AA,N966TW,1616,11298,DFW,"Dallas/Fort Worth, TX",15016,STL,"St. Louis, MO",1452,1630,N,98,1,550,0.0,4,5,11,0,0.05552470357244471,0.056478204484436495,-0.001449590526739375,0,0.35026571661163297,0.03598,0.00896,0.023282947249404384,0.00816281480085607,83,285
3282,2019-08-18,WN,WN,WN,3153,WN,N7812G,3153,11433,DTW,"Detroit, MI",15016,STL,"St. Louis, MO",1250,1330,N,100,1,440,150.0,3,6,8,2,0.057866140723193765,0.05404407705061131,-0.03725267355189793,10,0.35026571661163297,0.02234,0.00896,0.023651218822769306,0.00816281480085607,89,285
3283,2019-09-21,DL,DL_CODESHARE,DL,6189,G7,N184GJ,6189,11433,DTW,"Detroit, MI",15016,STL,"St. Louis, MO",1235,1310,N,95,1,440,0.0,4,5,9,0,0.057866140723193765,0.05404407705061131,-0.01954519343156605,3,0.35026571661163297,0.02234,0.00896,0.023651218822769306,0.00816281480085607,89,285
3284,2018-07-13,WN,WN,WN,2133,WN,N218WN,2133,11433,DTW,"Detroit, MI",15016,STL,"St. Louis, MO",2020,2045,N,85,1,440,0.0,3,4,7,2,0.0532356565816952,0.0532356565816952,-0.03725267355189793,10,0.35026571661163297,0.02234,0.00896,0.023651218822769306,0.00816281480085607,89,285
3285,2019-02-08,AA,AA_CODESHARE,AA,5526,OH,N600NN,5526,11057,CLT,"Charlotte, NC",15016,STL,"St. Louis, MO",735,845,N,130,1,575,0.0,1,4,2,0,0.05530305289552354,0.06609300784804596,-0.001449590526739375,0,0.22531183208783437,0.03218,0.00896,0.019152813858640788,0.00816281480085607,64,285
3286,2018-02-14,AA,AA,AA,1765,AA,N725UW,1765,11057,CLT,"Charlotte, NC",15016,STL,"St. Louis, MO",1814,1918,N,124,1,575,0.0,1,2,2,0,0.05965869019763986,0.056196103622900465,-0.001449590526739375,0,0.22531183208783437,0.03218,0.00896,0.019152813858640788,0.00816281480085607,64,285
3287,2018-07-10,AA,AA,AA,1974,AA,N724UW,1974,11057,CLT,"Charlotte, NC",15016,STL,"St. Louis, MO",2019,2115,N,116,1,575,0.0,3,1,7,2,0.0532356565816952,0.04302602340147547,-0.001449590526739375,0,0.35026571661163297,0.03218,0.00896,0.019152813858640788,0.00816281480085607,64,285
3288,2018-05-05,AA,AA_CODESHARE,AA,5383,OH,N600NN,5383,11057,CLT,"Charlotte, NC",15016,STL,"St. Louis, MO",745,848,N,123,1,575,0.0,2,5,5,1,0.05530305289552354,0.06609300784804596,-0.001449590526739375,0,0.22531183208783437,0.03218,0.00896,0.019152813858640788,0.00816281480085607,64,285
3289,2018-04-26,AA,AA,AA,607,AA,N741UW,607,11057,CLT,"Charlotte, NC",15016,STL,"St. Louis, MO",1625,1728,N,123,1,575,0.0,2,3,4,1,0.056478204484436495,0.06176477462962172,-0.001449590526739375,0,0.22531183208783437,0.03218,0.00896,0.019152813858640788,0.00816281480085607,64,285
3290,2019-05-12,AA,AA_CODESHARE,AA,5707,OH,N562NN,5707,11057,CLT,"Charlotte, NC",15016,STL,"St. Louis, MO",923,1026,N,123,1,575,0.0,2,6,5,1,0.0623523504240782,0.05951360975456419,-0.001449590526739375,0,0.22531183208783437,0.03218,0.00896,0.019152813858640788,0.00816281480085607,64,285
3291,2019-01-27,WN,WN,WN,5338,WN,N7880D,5338,12191,HOU,"Houston, TX",15016,STL,"St. Louis, MO",1325,1520,N,115,1,687,32.0,1,6,1,0,0.05404407705061131,0.059419307466565,-0.03725267355189793,10,0.35026571661163297,0.00716,0.00896,0.004791837723607877,0.00816281480085607,133,285
3292,2018-07-11,WN,WN,WN,2512,WN,N8676A,2512,12191,HOU,"Houston, TX",15016,STL,"St. Louis, MO",545,740,N,115,1,687,0.0,3,2,7,2,0.02774663473822249,0.05530305289552354,-0.03725267355189793,10,0.35026571661163297,0.00716,0.00896,0.004791837723607877,0.00816281480085607,133,285
3293,2019-03-27,AA,AA,AA,590,AA,N758US,590,14107,PHX,"Phoenix, AZ",15016,STL,"St. Louis, MO",836,1333,N,177,1,1262,0.0,2,2,3,1,0.06609300784804596,0.05404407705061131,-0.001449590526739375,0,0.10185498550220896,0.0222,0.00896,0.01658568101974614,0.00816281480085607,231,285
3294,2018-08-01,AA,AA,AA,155,AA,N870NN,155,14107,PHX,"Phoenix, AZ",15016,STL,"St. Louis, MO",1531,2028,N,177,1,1262,44.0,3,2,8,2,0.059419307466565,0.0532356565816952,-0.001449590526739375,0,0.10185498550220896,0.0222,0.00896,0.01658568101974614,0.00816281480085607,231,285
3295,2018-12-07,AA,AA,AA,155,AA,N896NN,155,14107,PHX,"Phoenix, AZ",15016,STL,"St. Louis, MO",1631,2023,N,172,1,1262,0.0,1,4,12,1,0.056478204484436495,0.0532356565816952,-0.001449590526739375,0,0.10185498550220896,0.0222,0.00896,0.01658568101974614,0.00816281480085607,231,285
3296,2018-06-24,UA,UA_CODESHARE,UA,4626,AX,N11121,4626,13930,ORD,"Chicago, IL",15016,STL,"St. Louis, MO",1600,1723,N,83,1,258,151.0,3,6,6,2,0.056478204484436495,0.06176477462962172,0.05591569564467608,8,0.35026571661163297,0.04976,0.00896,0.04211271586825138,0.00816281480085607,218,285
3297,2018-10-09,AA,AA,AA,2481,AA,N948NN,2481,13930,ORD,"Chicago, IL",15016,STL,"St. Louis, MO",1455,1600,N,65,1,258,21.0,4,1,10,0,0.05552470357244471,0.056478204484436495,-0.001449590526739375,0,0.21342394833847084,0.04976,0.00896,0.04211271586825138,0.00816281480085607,218,285
3298,2019-02-03,UA,UA_CODESHARE,UA,4292,EV,N854AS,4292,13930,ORD,"Chicago, IL",15016,STL,"St. Louis, MO",1000,1124,N,84,1,258,0.0,1,6,2,0,0.05951360975456419,0.05816597363888349,0.05591569564467608,8,0.35026571661163297,0.04976,0.00896,0.04211271586825138,0.00816281480085607,218,285
3299,2018-10-16,AA,AA,AA,2573,AA,N9615W,2573,13930,ORD,"Chicago, IL",15016,STL,"St. Louis, MO",2205,2311,N,66,1,258,0.0,4,1,10,0,0.03243353905202827,0.01814795142384365,-0.001449590526739375,0,0.21342394833847084,0.04976,0.00896,0.04211271586825138,0.00816281480085607,218,285
3300,2019-10-26,UA,UA_CODESHARE,UA,3824,ZW,N454AW,3824,13930,ORD,"Chicago, IL",15016,STL,"St. Louis, MO",1000,1121,N,81,1,258,0.0,4,5,10,0,0.05951360975456419,0.05816597363888349,0.05591569564467608,8,0.35026571661163297,0.04976,0.00896,0.04211271586825138,0.00816281480085607,218,285
3301,2018-10-07,UA,UA_CODESHARE,UA,5618,OO,N167SY,5618,13930,ORD,"Chicago, IL",15016,STL,"St. Louis, MO",1443,1557,N,74,1,258,22.0,4,6,10,0,0.05552470357244471,0.059419307466565,0.05591569564467608,8,0.35026571661163297,0.04976,0.00896,0.04211271586825138,0.00816281480085607,218,285
3302,2019-07-08,AA,AA,AA,1585,AA,N745VJ,1585,13930,ORD,"Chicago, IL",15016,STL,"St. Louis, MO",701,808,N,67,1,258,0.0,3,0,7,2,0.05530305289552354,0.06609300784804596,-0.001449590526739375,0,0.21342394833847084,0.04976,0.00896,0.04211271586825138,0.00816281480085607,218,285
3303,2018-10-21,UA,UA_CODESHARE,UA,3939,ZW,N465AW,3939,13930,ORD,"Chicago, IL",15016,STL,"St. Louis, MO",1258,1418,N,80,1,258,0.0,4,6,10,0,0.057866140723193765,0.05552470357244471,0.05591569564467608,8,0.35026571661163297,0.04976,0.00896,0.04211271586825138,0.00816281480085607,218,285
3304,2018-11-16,UA,UA_CODESHARE,UA,4460,G7,N163GJ,4460,13930,ORD,"Chicago, IL",15016,STL,"St. Louis, MO",1437,1552,N,75,1,258,0.0,4,4,11,0,0.05552470357244471,0.059419307466565,0.05591569564467608,8,0.35026571661163297,0.04976,0.00896,0.04211271586825138,0.00816281480085607,218,285
3305,2019-09-21,UA,UA_CODESHARE,UA,4284,EV,N36915,4284,13930,ORD,"Chicago, IL",15016,STL,"St. Louis, MO",750,914,N,84,1,258,0.0,4,5,9,0,0.05530305289552354,0.0623523504240782,0.05591569564467608,8,0.35026571661163297,0.04976,0.00896,0.04211271586825138,0.00816281480085607,218,285
3306,2019-03-24,UA,UA_CODESHARE,UA,5672,OO,N906EV,5672,13930,ORD,"Chicago, IL",15016,STL,"St. Louis, MO",1130,1250,N,80,1,258,0.0,2,6,3,1,0.05816597363888349,0.057866140723193765,0.05591569564467608,8,0.35026571661163297,0.04976,0.00896,0.04211271586825138,0.00816281480085607,218,285
3307,2019-04-07,AA,AA,AA,1062,AA,N822NN,1062,13930,ORD,"Chicago, IL",15016,STL,"St. Louis, MO",1824,1939,N,75,1,258,119.0,2,6,4,1,0.05965869019763986,0.056196103622900465,-0.001449590526739375,0,0.35026571661163297,0.04976,0.00896,0.04211271586825138,0.00816281480085607,218,285
