,fl_date,mkt_unique_carrier,branded_code_share,mkt_carrier,mkt_carrier_fl_num,op_unique_carrier,tail_num,op_carrier_fl_num,origin_airport_id,origin,origin_city_name,dest_airport_id,dest,dest_city_name,crs_dep_time,crs_arr_time,dup,crs_elapsed_time,flights,distance,total_delay,Season,Weekday,month,peak_season,dep_taxi_ind,arr_taxi_ind,carriers_lateness_ind,airtime_ind,orig_airp_fl_ind,dest_airp_fl_ind,orig_airp_pss_ind,dest_airp_pss_ind,dep_weather,dep_weather_rank,arr_weather,arr_weather_rank
23014,2018-12-08,HA,HA,HA,158,HA,N489HA,158,12173,HNL,"Honolulu, HI",12758,KOA,"Kona, HI",805,852,N,47,1,163,0.0,1,5,12,1,0.0660930078480459,0.0660930078480459,-0.0043783962137615,0.2134239483384708,0.00698,0.00198,0.0059456476384046,0.001505929226172,Light rain shower,1,Cloudy,2
5337,2018-03-26,WN,WN,WN,2115,WN,N951WN,2115,14679,SAN,"San Diego, CA",14831,SJC,"San Jose, CA",635,805,N,90,1,417,0.0,2,0,3,1,0.0486011424278889,0.0660930078480459,-0.0372526735518979,0.3502657166116329,0.01276,0.00898,0.0080282126176086,0.0053695502941057,Sunny,1,Sunny,1
49517,2019-12-24,UA,UA_CODESHARE,UA,4127,EV,N12563,4127,12266,IAH,"Houston, TX",11982,GRK,"Killeen, TX",1000,1113,N,73,1,166,0.0,1,1,12,1,0.0595136097545641,0.0581659736388834,0.055915695644676,0.3502657166116329,0.02232,0.00042,0.024859946428331,0.000361810668569,Sunny,1,Sunny,1
25300,2019-01-11,AS,AS,AS,330,AS,N442AS,330,14747,SEA,"Seattle, WA",14831,SJC,"San Jose, CA",1430,1640,N,130,1,696,0.0,1,4,1,0,0.0555247035724447,0.0564782044844364,-0.0257496334476613,0.2253118320878343,0.024,0.00898,0.017266229658245,0.0053695502941057,Overcast,2,Light rain,1
30033,2019-03-23,AA,AA,AA,2016,AA,N829AW,2016,11278,DCA,"Washington, DC",13204,MCO,"Orlando, FL",1130,1358,N,148,1,759,0.0,2,5,3,1,0.0581659736388834,0.0540440770506113,-0.0014495905267393,0.2253118320878343,0.01814,0.01688,0.010507046424293,0.0162459451092296,Sunny,1,Partly cloudy,1
35674,2019-06-12,AA,AA_CODESHARE,AA,5724,YV,N931LR,5724,11298,DFW,"Dallas/Fort Worth, TX",10994,CHS,"Charleston, SC",1522,1855,N,153,1,987,0.0,3,2,6,2,0.059419307466565,0.0596586901976398,-0.0014495905267393,0.2253118320878343,0.03598,0.00292,0.0232829472494043,0.0030603152383131,Sunny,1,Torrential rain shower,3
44264,2019-10-10,AA,AA_CODESHARE,AA,6055,CP,N214NN,6055,12892,LAX,"Los Angeles, CA",15023,STS,"Santa Rosa, CA",1352,1525,N,93,1,400,72.0,4,3,10,0,0.0540440770506113,0.059419307466565,-0.0014495905267393,0.3502657166116329,0.03138,0.00056,0.0281270106201122,0.000308508204003,Sunny,1,Patchy rain possible,1
38716,2019-07-23,WN,WN,WN,1210,WN,N7889A,1210,10423,AUS,"Austin, TX",11292,DEN,"Denver, CO",955,1110,N,135,1,775,32.0,3,1,7,2,0.0623523504240782,0.0581659736388834,-0.0372526735518979,0.2253118320878343,0.00808,0.0344,0.0079469128989272,0.0307716743165574,Partly cloudy,1,Patchy rain possible,1
39871,2019-08-08,AA,AA_CODESHARE,AA,4524,YX,N437YX,4524,11278,DCA,"Washington, DC",15016,STL,"St. Louis, MO",845,1003,N,138,1,719,0.0,3,3,8,2,0.0660930078480459,0.0595136097545641,-0.0014495905267393,0.2253118320878343,0.01814,0.00896,0.010507046424293,0.008162814800856,Sunny,1,Partly cloudy,1
16397,2018-09-02,B6,B6,B6,570,B6,N655JB,570,11697,FLL,"Fort Lauderdale, FL",10721,BOS,"Boston, MA",1316,1630,N,194,1,1237,243.0,4,6,9,0,0.0540440770506113,0.0564782044844364,0.0271423089156718,0.1018549855022089,0.01284,0.01854,0.0139690145774164,0.0142619089281628,Torrential rain shower,3,Partly cloudy,1
9668,2018-05-31,UA,UA_CODESHARE,UA,6112,YV,N88325,6112,12266,IAH,"Houston, TX",12206,HRL,"Harlingen/San Benito, TX",940,1101,N,81,1,295,0.0,2,3,5,1,0.0623523504240782,0.0581659736388834,0.055915695644676,0.3502657166116329,0.02232,0.00042,0.024859946428331,0.0006983161266875,Cloudy,2,Patchy rain possible,1
26080,2019-01-24,DL,DL_CODESHARE,DL,5021,9E,N8936A,5021,11193,CVG,"Cincinnati, OH",11057,CLT,"Charlotte, NC",706,856,N,110,1,335,18.0,1,3,1,0,0.0553030528955235,0.0660930078480459,-0.019545193431566,0.3502657166116329,0.00628,0.03218,0.0104478214636641,0.0191528138586407,Moderate snow,2,Heavy rain,3
4266,2018-03-10,AA,AA_CODESHARE,AA,5552,OH,N720PS,5552,14730,SDF,"Louisville, KY",11057,CLT,"Charlotte, NC",1743,1915,N,92,1,335,0.0,2,5,3,1,0.0617647746296217,0.0561961036229004,-0.0014495905267393,0.3502657166116329,0.00366,0.03218,0.0106944126633734,0.0191528138586407,Patchy rain possible,1,Patchy light drizzle,1
14539,2018-08-06,UA,UA,UA,371,UA,N37462,371,13198,MCI,"Kansas City, MO",12266,IAH,"Houston, TX",620,821,N,121,1,643,0.0,3,0,8,2,0.0486011424278889,0.0660930078480459,0.055915695644676,0.3502657166116329,0.00626,0.02232,0.0072367517801138,0.024859946428331,Thundery outbreaks possible,3,Moderate or heavy rain shower,2
19607,2018-10-19,DL,DL,DL,2346,DL,N338DN,2346,10397,ATL,"Atlanta, GA",14027,PBI,"West Palm Beach/Palm Beach, FL",2141,2325,N,104,1,545,0.0,4,4,10,0,0.0430260234014754,0.0181479514238436,-0.019545193431566,0.3502657166116329,0.04904,0.00364,0.0351327850537735,0.0035524208202657,Cloudy,2,Moderate or heavy rain shower,2
10916,2018-06-17,WN,WN,WN,1089,WN,N937WN,1089,10423,AUS,"Austin, TX",10693,BNA,"Nashville, TN",655,900,N,125,1,756,0.0,3,6,6,2,0.0486011424278889,0.0623523504240782,-0.0372526735518979,0.3502657166116329,0.00808,0.01044,0.0079469128989272,0.0083604108058632,Moderate or heavy rain shower,2,Patchy rain possible,1
30198,2019-03-25,F9,F9,F9,351,F9,N344FR,351,11292,DEN,"Denver, CO",13486,MSO,"Missoula, MT",945,1150,N,125,1,679,0.0,2,0,3,1,0.0623523504240782,0.0581659736388834,0.0013041744428902,0.3502657166116329,0.0344,0.00064,0.0307716743165574,0.0008264574051391,Sunny,1,Partly cloudy,1
16001,2018-08-27,AA,AA_CODESHARE,AA,5665,OH,N221PS,5665,11278,DCA,"Washington, DC",15096,SYR,"Syracuse, NY",1207,1322,N,75,1,298,0.0,3,0,8,2,0.0578661407231937,0.0540440770506113,-0.0014495905267393,0.3502657166116329,0.01814,0.00242,0.010507046424293,0.0028831787651595,Light rain shower,1,Light rain shower,1
3488,2018-02-27,AA,AA,AA,1333,AA,N847NN,1333,13930,ORD,"Chicago, IL",13204,MCO,"Orlando, FL",855,1231,N,156,1,1005,0.0,1,1,2,0,0.0660930078480459,0.0578661407231937,-0.0014495905267393,0.2253118320878343,0.04976,0.01688,0.0421127158682513,0.0162459451092296,Partly cloudy,1,Light rain shower,1
47625,2019-11-26,AS,AS,AS,239,AS,N594AS,239,14679,SAN,"San Diego, CA",12758,KOA,"Kona, HI",855,1310,N,375,1,2556,0.0,4,1,11,0,0.0660930078480459,0.0540440770506113,-0.0257496334476613,0.0240730408163887,0.01276,0.00198,0.0080282126176086,0.001505929226172,Sunny,1,Cloudy,2
41645,2019-09-02,WN,WN,WN,1232,WN,N230WN,1232,14683,SAT,"San Antonio, TX",12889,LAS,"Las Vegas, NV",1445,1530,N,165,1,1069,0.0,4,0,9,0,0.0555247035724447,0.059419307466565,-0.0372526735518979,0.2253118320878343,0.00524,0.02098,0.0062444644852139,0.0159352832702946,Partly cloudy,1,Patchy rain possible,1
11907,2018-07-01,WN,WN,WN,3651,WN,N203WN,3651,11259,DAL,"Dallas, TX",13796,OAK,"Oakland, CA",2005,2145,N,220,1,1468,0.0,3,6,7,2,0.0532356565816952,0.0430260234014754,-0.0372526735518979,0.1018549855022089,0.0089,0.00674,0.0051428802175171,0.0067801811745386,Partly cloudy,1,Sunny,1
15189,2018-08-15,WN,WN,WN,2426,WN,N7843A,2426,14831,SJC,"San Jose, CA",11884,GEG,"Spokane, WA",1455,1700,N,125,1,742,0.0,3,2,8,2,0.0555247035724447,0.0617647746296217,-0.0372526735518979,0.3502657166116329,0.00898,0.00276,0.0053695502941057,0.0025832851008843,Sunny,1,Sunny,1
37838,2019-07-12,UA,UA_CODESHARE,UA,4007,EV,N14907,4007,15380,TVC,"Traverse City, MI",11618,EWR,"Newark, NJ",1300,1505,N,125,1,644,80.0,3,4,7,2,0.0540440770506113,0.059419307466565,0.055915695644676,0.3502657166116329,0.00068,0.02008,0.0007166220236092,0.022154442545058,Sunny,1,Partly cloudy,1
41875,2019-09-05,UA,UA,UA,2245,UA,N24706,2245,12264,IAD,"Washington, DC",11298,DFW,"Dallas/Fort Worth, TX",1300,1512,N,192,1,1172,0.0,4,3,9,0,0.0540440770506113,0.059419307466565,0.055915695644676,0.1018549855022089,0.01252,0.03598,0.0142279891779844,0.0232829472494043,Partly cloudy,1,Sunny,1
23566,2018-12-16,UA,UA,UA,522,UA,N75428,522,14771,SFO,"San Francisco, CA",14057,PDX,"Portland, OR",2246,34,N,108,1,550,0.0,1,6,12,1,0.0324335390520282,0.0081567449106989,0.055915695644676,0.3502657166116329,0.02218,0.01022,0.0179365485308171,0.0094846082403456,Heavy rain,3,Moderate rain at times,2
44877,2019-10-18,AA,AA,AA,327,AA,N823NN,327,12478,JFK,"New York, NY",11057,CLT,"Charlotte, NC",1331,1537,N,126,1,541,0.0,4,4,10,0,0.0540440770506113,0.059419307466565,-0.0014495905267393,0.2253118320878343,0.0166,0.03218,0.0201924811220438,0.0191528138586407,Partly cloudy,1,Sunny,1
39313,2019-07-31,WN,WN,WN,1229,WN,N447WN,1229,13495,MSY,"New Orleans, LA",10821,BWI,"Baltimore, MD",1055,1425,N,150,1,998,0.0,3,2,7,2,0.0595136097545641,0.0555247035724447,-0.0372526735518979,0.2253118320878343,0.007,0.01352,0.007124224354919,0.0103239874550765,Patchy rain possible,1,Moderate or heavy rain shower,2
38607,2019-07-22,WN,WN,WN,1085,WN,N433LV,1085,13232,MDW,"Chicago, IL",10821,BWI,"Baltimore, MD",1050,1340,N,110,1,611,0.0,3,0,7,2,0.0595136097545641,0.0540440770506113,-0.0372526735518979,0.3502657166116329,0.01122,0.01352,0.0064345227679592,0.0103239874550765,Partly cloudy,1,Moderate or heavy rain shower,2
18163,2018-09-28,AS,AS,AS,838,AS,N413AS,838,12173,HNL,"Honolulu, HI",13796,OAK,"Oakland, CA",1410,2229,N,319,1,2409,0.0,4,4,9,0,0.0555247035724447,0.0324335390520282,-0.0257496334476613,0.0282516365277256,0.00698,0.00674,0.0059456476384046,0.0067801811745386,Light rain shower,1,Cloudy,2
4818,2018-03-19,AA,AA_CODESHARE,AA,3974,MQ,N656AE,3974,13930,ORD,"Chicago, IL",13485,MSN,"Madison, WI",1705,1800,N,55,1,108,0.0,2,0,3,1,0.0617647746296217,0.0596586901976398,-0.0014495905267393,0.2134239483384708,0.04976,0.0016,0.0421127158682513,0.002545596489575,Overcast,2,Partly cloudy,1
9214,2018-05-23,WN,WN,WN,5472,WN,N203WN,5472,15304,TPA,"Tampa, FL",14307,PVD,"Providence, RI",2155,40,N,165,1,1136,0.0,2,2,5,1,0.0430260234014754,0.0081567449106989,-0.0372526735518979,0.2253118320878343,0.0099,0.00268,0.0093683119540198,0.0026764298116915,Partly cloudy,1,Partly cloudy,1
43150,2019-09-24,UA,UA,UA,460,UA,N61881,460,12892,LAX,"Los Angeles, CA",14771,SFO,"San Francisco, CA",1545,1710,N,85,1,337,0.0,4,1,9,0,0.059419307466565,0.0617647746296217,0.055915695644676,0.3502657166116329,0.03138,0.02218,0.0281270106201122,0.0179365485308171,Sunny,1,Sunny,1
13066,2018-07-17,DL,DL,DL,1295,DL,N968DL,1295,14122,PIT,"Pittsburgh, PA",10397,ATL,"Atlanta, GA",1122,1305,N,103,1,526,0.0,3,1,7,2,0.0581659736388834,0.0540440770506113,-0.019545193431566,0.3502657166116329,0.00656,0.04904,0.007334203760785,0.0351327850537735,Torrential rain shower,3,Patchy rain possible,1
16893,2018-09-10,AA,AA_CODESHARE,AA,3569,MQ,N231AN,3569,11298,DFW,"Dallas/Fort Worth, TX",11982,GRK,"Killeen, TX",2229,2318,N,49,1,134,0.0,4,0,9,0,0.0324335390520282,0.0181479514238436,-0.0014495905267393,0.2134239483384708,0.03598,0.00042,0.0232829472494043,0.000361810668569,Light rain shower,1,Partly cloudy,1
49647,2019-12-26,AS,AS,AS,1674,AS,N364VA,1674,14747,SEA,"Seattle, WA",11292,DEN,"Denver, CO",1145,1526,N,161,1,1024,0.0,1,3,12,1,0.0581659736388834,0.059419307466565,-0.0257496334476613,0.2253118320878343,0.024,0.0344,0.017266229658245,0.0307716743165574,Overcast,2,Patchy snow possible,1
35936,2019-06-15,AA,AA_CODESHARE,AA,5303,OH,N556NN,5303,11003,CID,"Cedar Rapids/Iowa City, IA",11057,CLT,"Charlotte, NC",639,1001,N,142,1,742,0.0,3,5,6,2,0.0486011424278889,0.0595136097545641,-0.0014495905267393,0.2253118320878343,0.00148,0.03218,0.0018725855733379,0.0191528138586407,Light rain shower,1,Sunny,1
16888,2018-09-09,WN,WN,WN,2717,WN,N7853B,2717,12191,HOU,"Houston, TX",10994,CHS,"Charleston, SC",1030,1355,N,145,1,928,0.0,4,6,9,0,0.0595136097545641,0.0540440770506113,-0.0372526735518979,0.2253118320878343,0.00716,0.00292,0.0047918377236078,0.0030603152383131,Moderate or heavy rain shower,2,Patchy rain possible,1
11742,2018-06-28,WN,WN,WN,1628,WN,N498WN,1628,11259,DAL,"Dallas, TX",12191,HOU,"Houston, TX",600,705,N,65,1,239,0.0,3,3,6,2,0.0486011424278889,0.0553030528955235,-0.0372526735518979,0.2134239483384708,0.0089,0.00716,0.0051428802175171,0.0047918377236078,Sunny,1,Patchy light rain with thunder,1
17733,2018-09-22,AA,AA,AA,245,AA,N989AU,245,13930,ORD,"Chicago, IL",12892,LAX,"Los Angeles, CA",2025,2258,N,273,1,1744,0.0,4,5,9,0,0.0532356565816952,0.0324335390520282,-0.0014495905267393,0.0474920803339217,0.04976,0.03138,0.0421127158682513,0.0281270106201122,Patchy rain possible,1,Sunny,1
18166,2018-09-28,AA,AA_CODESHARE,AA,3230,OO,N705SK,3230,13851,OKC,"Oklahoma City, OK",13930,ORD,"Chicago, IL",1557,1810,N,133,1,693,0.0,4,4,9,0,0.059419307466565,0.0596586901976398,-0.0014495905267393,0.2253118320878343,0.00326,0.04976,0.003533576514611,0.0421127158682513,Partly cloudy,1,Patchy light drizzle,1
29159,2019-03-11,DL,DL_CODESHARE,DL,5299,9E,N8847A,5299,14492,RDU,"Raleigh/Durham, NC",11193,CVG,"Cincinnati, OH",1940,2126,N,106,1,390,0.0,2,0,3,1,0.0561961036229004,0.0430260234014754,-0.019545193431566,0.3502657166116329,0.00842,0.00628,0.0079829862840375,0.0104478214636641,Partly cloudy,1,Partly cloudy,1
37619,2019-07-09,WN,WN,WN,2510,WN,N7887A,2510,13232,MDW,"Chicago, IL",11066,CMH,"Columbus, OH",1640,1855,N,75,1,283,0.0,3,1,7,2,0.0564782044844364,0.0596586901976398,-0.0372526735518979,0.3502657166116329,0.01122,0.00632,0.0064345227679592,0.0053410146312573,Sunny,1,Light rain shower,1
17284,2018-09-16,WN,WN,WN,2333,WN,N404WN,2333,10821,BWI,"Baltimore, MD",13204,MCO,"Orlando, FL",2005,2225,N,140,1,787,0.0,4,6,9,0,0.0532356565816952,0.0324335390520282,-0.0372526735518979,0.2253118320878343,0.01352,0.01688,0.0103239874550765,0.0162459451092296,Partly cloudy,1,Moderate or heavy rain shower,2
46722,2019-11-13,DL,DL,DL,1784,DL,N342NW,1784,13487,MSP,"Minneapolis, MN",12953,LGA,"New York, NY",1259,1637,N,158,1,1020,0.0,4,2,11,0,0.0578661407231937,0.0564782044844364,-0.019545193431566,0.2253118320878343,0.01992,0.0205,0.0232630261262837,0.0116398583985032,Heavy snow,3,Sunny,1
28069,2019-02-23,WN,WN,WN,6945,WN,N415WN,6945,11259,DAL,"Dallas, TX",10994,CHS,"Charleston, SC",1005,1330,N,145,1,977,19.0,1,5,2,0,0.0595136097545641,0.0540440770506113,-0.0372526735518979,0.2253118320878343,0.0089,0.00292,0.0051428802175171,0.0030603152383131,Light drizzle,1,Overcast,2
42139,2019-09-09,DL,DL_CODESHARE,DL,5807,CP,N609CZ,5807,14747,SEA,"Seattle, WA",14831,SJC,"San Jose, CA",1700,1914,N,134,1,696,0.0,4,0,9,0,0.0617647746296217,0.0561961036229004,-0.019545193431566,0.2253118320878343,0.024,0.00898,0.017266229658245,0.0053695502941057,Light rain shower,1,Partly cloudy,1
16215,2018-08-30,NK,NK,NK,1068,NK,N645NK,1068,12889,LAS,"Las Vegas, NV",11042,CLE,"Cleveland, OH",930,1632,N,242,1,1824,0.0,3,3,8,2,0.0623523504240782,0.0564782044844364,-0.0136902324244572,0.0474920803339217,0.02098,0.00676,0.0159352832702946,0.0067941798015963,Overcast,2,Light rain shower,1
12954,2018-07-16,UA,UA_CODESHARE,UA,3464,YX,N751YX,3464,14492,RDU,"Raleigh/Durham, NC",12266,IAH,"Houston, TX",1520,1710,N,170,1,1042,220.0,3,0,7,2,0.059419307466565,0.0617647746296217,0.055915695644676,0.2253118320878343,0.00842,0.02232,0.0079829862840375,0.024859946428331,Moderate or heavy rain shower,2,Sunny,1
29223,2019-03-12,WN,WN,WN,1879,WN,N8612K,1879,12892,LAX,"Los Angeles, CA",13495,MSY,"New Orleans, LA",1835,10,N,215,1,1670,23.0,2,1,3,1,0.0596586901976398,0.0081567449106989,-0.0372526735518979,0.1018549855022089,0.03138,0.007,0.0281270106201122,0.007124224354919,Sunny,1,Partly cloudy,1
16837,2018-09-09,WN,WN,WN,4565,WN,N8328A,4565,10821,BWI,"Baltimore, MD",11697,FLL,"Fort Lauderdale, FL",935,1215,N,160,1,925,0.0,4,6,9,0,0.0623523504240782,0.0578661407231937,-0.0372526735518979,0.2253118320878343,0.01352,0.01284,0.0103239874550765,0.0139690145774164,Heavy rain,3,Torrential rain shower,3
22273,2018-11-27,AA,AA_CODESHARE,AA,5153,OH,N207PS,5153,11146,CRW,"Charleston/Dunbar, WV",11278,DCA,"Washington, DC",500,610,N,70,1,249,0.0,4,1,11,0,0.0277466347382224,0.0486011424278889,-0.0014495905267393,0.2134239483384708,0.00064,0.01814,0.0005771741617649,0.010507046424293,Patchy rain possible,1,Partly cloudy,1
46214,2019-11-07,AA,AA_CODESHARE,AA,4505,YX,N120HQ,4505,11042,CLE,"Cleveland, OH",12953,LGA,"New York, NY",600,746,N,106,1,419,0.0,4,3,11,0,0.0486011424278889,0.0553030528955235,-0.0014495905267393,0.3502657166116329,0.00676,0.0205,0.0067941798015963,0.0116398583985032,Heavy snow,3,Light rain,1
15377,2018-08-18,UA,UA_CODESHARE,UA,4980,C5,,4980,10154,ACK,"Nantucket, MA",11618,EWR,"Newark, NJ",2015,2146,N,91,1,218,0.0,3,5,8,2,0.0532356565816952,0.0430260234014754,0.055915695644676,0.3502657166116329,0.00014,0.02008,0.0007440808689916,0.022154442545058,Moderate or heavy rain shower,2,Moderate or heavy rain shower,2
38035,2019-07-14,AA,AA,AA,1955,AA,N702UW,1955,13487,MSP,"Minneapolis, MN",13303,MIA,"Miami, FL",1153,1640,N,227,1,1501,0.0,3,6,7,2,0.0581659736388834,0.0564782044844364,-0.0014495905267393,0.1018549855022089,0.01992,0.01078,0.0232630261262837,0.0230438937719569,Patchy rain possible,1,Partly cloudy,1
5591,2018-03-30,AS,AS,AS,774,AS,N306AS,774,14747,SEA,"Seattle, WA",10423,AUS,"Austin, TX",1730,2319,N,229,1,1770,0.0,2,4,3,1,0.0617647746296217,0.0181479514238436,-0.0257496334476613,0.1018549855022089,0.024,0.00808,0.017266229658245,0.0079469128989272,Cloudy,2,Sunny,1
5259,2018-03-25,DL,DL_CODESHARE,DL,3315,9E,N8972E,3315,11433,DTW,"Detroit, MI",15096,SYR,"Syracuse, NY",1537,1659,N,82,1,374,0.0,2,6,3,1,0.059419307466565,0.0564782044844364,-0.019545193431566,0.3502657166116329,0.02234,0.00242,0.0236512188227693,0.0028831787651595,Cloudy,2,Partly cloudy,1
4308,2018-03-10,UA,UA_CODESHARE,UA,4087,EV,N23139,4087,12266,IAH,"Houston, TX",14730,SDF,"Louisville, KY",1203,1525,N,142,1,788,0.0,2,5,3,1,0.0578661407231937,0.059419307466565,0.055915695644676,0.2253118320878343,0.02232,0.00366,0.024859946428331,0.0106944126633734,Light rain shower,1,Patchy rain possible,1
11435,2018-06-24,UA,UA_CODESHARE,UA,4626,AX,N11121,4626,13930,ORD,"Chicago, IL",15016,STL,"St. Louis, MO",1600,1723,N,83,1,258,151.0,3,6,6,2,0.0564782044844364,0.0617647746296217,0.055915695644676,0.3502657166116329,0.04976,0.00896,0.0421127158682513,0.008162814800856,Sunny,1,Partly cloudy,1
2174,2018-02-06,AS,AS,AS,655,AS,N224AK,655,11298,DFW,"Dallas/Fort Worth, TX",14057,PDX,"Portland, OR",1450,1702,N,252,1,1616,0.0,1,1,2,0,0.0555247035724447,0.0617647746296217,-0.0257496334476613,0.0474920803339217,0.03598,0.01022,0.0232829472494043,0.0094846082403456,Moderate or heavy rain shower,2,Overcast,2
25582,2019-01-16,DL,DL,DL,2098,DL,N814DN,2098,13342,MKE,"Milwaukee, WI",13487,MSP,"Minneapolis, MN",924,1045,N,81,1,297,0.0,1,2,1,0,0.0623523504240782,0.0595136097545641,-0.019545193431566,0.3502657166116329,0.0048,0.01992,0.005461079778714,0.0232630261262837,Partly cloudy,1,Sunny,1
33431,2019-05-11,UA,UA,UA,694,UA,N64844,694,14771,SFO,"San Francisco, CA",12758,KOA,"Kona, HI",1130,1402,N,332,1,2367,0.0,2,5,5,1,0.0581659736388834,0.0555247035724447,0.055915695644676,0.0282516365277256,0.02218,0.00198,0.0179365485308171,0.001505929226172,Patchy light drizzle,1,Sunny,1
20567,2018-11-02,DL,DL_CODESHARE,DL,7380,OO,N443SW,7380,14869,SLC,"Salt Lake City, UT",10918,CDC,"Cedar City, UT",1701,1801,N,60,1,221,0.0,4,4,11,0,0.0617647746296217,0.0596586901976398,-0.019545193431566,0.2134239483384708,0.01512,0.00012,0.0138074919575195,0.0001103737902628,Partly cloudy,1,Sunny,1
16093,2018-08-28,DL,DL,DL,709,DL,N933DN,709,11433,DTW,"Detroit, MI",10397,ATL,"Atlanta, GA",1123,1327,N,124,1,594,0.0,3,1,8,2,0.0581659736388834,0.0540440770506113,-0.019545193431566,0.3502657166116329,0.02234,0.04904,0.0236512188227693,0.0351327850537735,Moderate or heavy rain shower,2,Patchy rain possible,1
19867,2018-10-23,DL,DL_CODESHARE,DL,5388,9E,N923XJ,5388,14685,SAV,"Savannah, GA",12953,LGA,"New York, NY",630,845,N,135,1,722,0.0,4,1,10,0,0.0486011424278889,0.0660930078480459,-0.019545193431566,0.2253118320878343,0.00244,0.0205,0.0021450203922307,0.0116398583985032,Light rain shower,1,Partly cloudy,1
47797,2019-11-29,UA,UA_CODESHARE,UA,4850,ZW,N447AW,4850,13930,ORD,"Chicago, IL",11111,COU,"Columbia, MO",1258,1423,N,85,1,315,0.0,4,4,11,0,0.0578661407231937,0.0555247035724447,0.055915695644676,0.3502657166116329,0.04976,0.00028,0.0421127158682513,0.0003321981882546,Light sleet,1,Partly cloudy,1
28888,2019-03-07,AA,AA_CODESHARE,AA,4318,YX,N134HQ,4318,11278,DCA,"Washington, DC",12953,LGA,"New York, NY",1000,1122,N,82,1,214,0.0,2,3,3,1,0.0595136097545641,0.0581659736388834,-0.0014495905267393,0.3502657166116329,0.01814,0.0205,0.010507046424293,0.0116398583985032,Partly cloudy,1,Light snow,1
38109,2019-07-15,NK,NK,NK,137,NK,N611NK,137,13487,MSP,"Minneapolis, MN",13204,MCO,"Orlando, FL",1441,1903,N,202,1,1310,0.0,3,0,7,2,0.0555247035724447,0.0561961036229004,-0.0136902324244572,0.1018549855022089,0.01992,0.01688,0.0232630261262837,0.0162459451092296,Patchy light rain with thunder,1,Light rain shower,1
27951,2019-02-21,AS,AS,AS,1501,AS,N627VA,1501,14057,PDX,"Portland, OR",14771,SFO,"San Francisco, CA",1505,1655,N,110,1,550,0.0,1,3,2,0,0.059419307466565,0.0564782044844364,-0.0257496334476613,0.3502657166116329,0.01022,0.02218,0.0094846082403456,0.0179365485308171,Sunny,1,Sunny,1
28674,2019-03-04,DL,DL,DL,2030,DL,N979DL,2030,10397,ATL,"Atlanta, GA",11995,GSO,"Greensboro/High Point, NC",2126,2245,N,79,1,306,0.0,2,0,3,1,0.0430260234014754,0.0324335390520282,-0.019545193431566,0.3502657166116329,0.04904,0.00228,0.0351327850537735,0.0025870539620152,Overcast,2,Sunny,1
12246,2018-07-06,WN,WN,WN,2390,WN,N7862A,2390,14869,SLC,"Salt Lake City, UT",12889,LAS,"Las Vegas, NV",1535,1600,N,85,1,368,0.0,3,4,7,2,0.059419307466565,0.0564782044844364,-0.0372526735518979,0.3502657166116329,0.01512,0.02098,0.0138074919575195,0.0159352832702946,Sunny,1,Sunny,1
8843,2018-05-18,DL,DL_CODESHARE,DL,4507,OO,N907SW,4507,13277,MGM,"Montgomery, AL",10397,ATL,"Atlanta, GA",1412,1615,N,63,1,147,39.0,2,4,5,1,0.0555247035724447,0.0564782044844364,-0.019545193431566,0.2134239483384708,0.00074,0.04904,0.0004280349427267,0.0351327850537735,Patchy rain possible,1,Light rain shower,1
19537,2018-10-18,AA,AA,AA,2717,AA,N964AN,2717,10397,ATL,"Atlanta, GA",13303,MIA,"Miami, FL",952,1154,N,122,1,594,0.0,4,3,10,0,0.0623523504240782,0.0581659736388834,-0.0014495905267393,0.3502657166116329,0.04904,0.01078,0.0351327850537735,0.0230438937719569,Partly cloudy,1,Patchy rain possible,1
25000,2019-01-07,WN,WN,WN,1550,WN,N8543Z,1550,13204,MCO,"Orlando, FL",15016,STL,"St. Louis, MO",1815,1950,N,155,1,882,0.0,1,0,1,0,0.0596586901976398,0.0561961036229004,-0.0372526735518979,0.2253118320878343,0.01688,0.00896,0.0162459451092296,0.008162814800856,Sunny,1,Cloudy,2
43825,2019-10-04,DL,DL,DL,1915,DL,N336NW,1915,10397,ATL,"Atlanta, GA",15016,STL,"St. Louis, MO",1749,1825,N,96,1,484,0.0,4,4,10,0,0.0617647746296217,0.0596586901976398,-0.019545193431566,0.3502657166116329,0.04904,0.00896,0.0351327850537735,0.008162814800856,Sunny,1,Patchy rain possible,1
47360,2019-11-23,UA,UA,UA,2269,UA,N35260,2269,11292,DEN,"Denver, CO",14492,RDU,"Raleigh/Durham, NC",1100,1611,N,191,1,1436,55.0,4,5,11,0,0.0581659736388834,0.0564782044844364,0.055915695644676,0.1018549855022089,0.0344,0.00842,0.0307716743165574,0.0079829862840375,Sunny,1,Patchy rain possible,1
13212,2018-07-19,DL,DL_CODESHARE,DL,3642,OO,N919EV,3642,13487,MSP,"Minneapolis, MN",11721,FNT,"Flint, MI",2025,2312,N,107,1,491,0.0,3,3,7,2,0.0532356565816952,0.0181479514238436,-0.019545193431566,0.3502657166116329,0.01992,0.0005,0.0232630261262837,0.0007284670157349,Light rain shower,1,Sunny,1
